service_id,date,exception_type
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220106,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220107,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220113,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220114,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220120,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220121,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220127,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220128,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220203,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220204,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220224,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220225,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220303,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220304,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220310,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220311,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220317,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220318,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220324,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220325,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220331,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220401,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220407,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220408,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220428,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220429,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220505,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220506,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220512,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220513,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220519,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220520,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220602,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220603,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220609,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220610,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220616,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220617,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220623,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220624,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220103,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220104,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220110,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220111,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220117,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220118,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220124,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220125,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220131,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220201,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220221,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220222,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220228,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220301,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220307,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220308,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220314,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220315,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220321,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220322,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220328,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220329,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220404,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220405,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220425,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220426,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220502,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220503,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220509,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220510,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220516,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220517,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220523,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220524,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220530,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220531,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220607,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220613,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220614,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220620,1
B_SEPT21-A03-Jeu-Ven-20-0001100-B_SEPT21-A03-Lun-Mar-20-1100000-B_SEPT21-A04-Jeu-Ven-00-0001100-B_SEPT21-A04-Lun-Mar-00-1100000,20220621,1
B_SEPT21-A04-Mercredi-00-0010000,20220209,2
B_SEPT21-A04-Mercredi-00-0010000,20220216,2
B_SEPT21-A04-Mercredi-00-0010000,20220413,2
B_SEPT21-A04-Mercredi-00-0010000,20220420,2
TEL_JANV21-CA01-Jeudi-00,20211223,2
TEL_JANV21-CA01-Jeudi-00,20211230,2
TEL_JANV21-CA01-Jeudi-00,20220210,2
TEL_JANV21-CA01-Jeudi-00,20220217,2
TEL_JANV21-CA01-Jeudi-00,20220414,2
TEL_JANV21-CA01-Jeudi-00,20220421,2
TEL_JANV21-CA01-Jeudi-00,20220526,2
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211213,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211214,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211215,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211219,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211225,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211226,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220101,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220102,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211220,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211221,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211222,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211227,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211228,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20211229,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220207,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220208,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220209,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220214,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220215,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220216,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220411,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220412,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220413,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220419,1
B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-C07-Dimanche-04-B_SEPT21-D02-L-Ma-Me-04-B_SEPT21-D03-L-Ma-Me-04,20220420,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20211216,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20211217,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20211213,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20211214,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20211215,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220106,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220107,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220113,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220114,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220120,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220121,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220127,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220128,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220203,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220204,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220224,1
B_SEPT21-A03-Jeu-Ven-20-B_SEPT21-A03-Lun-Mar-20-B_SEPT21-A03-Mercredi-20-B_SEPT21-A04-Jeu-Ven-00-B_SEPT21-A04-Lun-Mar-00-B_SEPT21-A04-Mercredi-00,20220225,1
